rowNo,subjectGroup,type,block,stim1,stimFormat,audio,random,presTime,ITI,responseType,responseOptions,head,button1,button2,button3,button4,button5,required,condition,animacy,image_shown,seperator,ITI_ms,ITI_f,ITI_fDuration,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,responseCode,id,age,sex,handedness,fps_start,fps_M,fps_SD
2,,form,,,,,,,,dropdown,American Indian or Alaska Native;Asian;Black or African American;Native Hawaiian or Other Pacific Islander; White;More than one;Not Listed,With which race do you identify?,,,,,,1,,,,1,,,,,,,149079,White,6135,5,918141598,18,female,right-handed,60.00,59.97,0.92
3,,form,,,,,,,,dropdown,yes;no,Do you identify as Hispanic,,,,,,1,,,,1,,,,,,,149079,no,6135,2,918141598,,,,,,
92,3,test,encoding,hammer_3,.png,ratA.mp3,3,400,700,,,,animate image,inanimate image,,,,,incongruent,inanimate,hammer,,700,0,0,400,24,16.68,268912,2,2140,,918141598,,,,,,
100,3,test,encoding,cymbal_ride_2,.png,cymbal_rideA.mp3,3,400,700,,,,animate image,inanimate image,,,,,congruent,inanimate,cymbal_ride,,700,42,16.67,400,24,16.67,271310,2,1515,,918141598,,,,,,
132,3,test,encoding,cat_1,.png,catA.mp3,3,400,700,,,,animate image,inanimate image,,,,,congruent,animate,cat,,700,42,16.67,400,24,16.67,273211,1,999,,918141598,,,,,,
109,3,test,encoding,jet_1,.png,elephantA.mp3,3,400,700,,,,animate image,inanimate image,,,,,incongruent,inanimate,jet,,700,42,16.67,400,24,16.67,274998,2,900,,918141598,,,,,,
111,3,test,encoding,door_1,.png,doorA.mp3,3,400,700,,,,animate image,inanimate image,,,,,congruent,inanimate,door,,700,42,16.67,400,24,16.67,277284,2,1401,,918141598,,,,,,
95,3,test,encoding,motorcycle_1,.png,wolfA.mp3,3,400,700,,,,animate image,inanimate image,,,,,incongruent,inanimate,motorcycle,,700,42,16.67,400,24,16.67,279325,2,1164,,918141598,,,,,,
116,3,test,encoding,penguin_1,.png,noise6.mp3,3,400,700,,,,animate image,inanimate image,,,,,control,animate,penguin,,700,42,16.67,400,24,16.67,281471,1,1248,,918141598,,,,,,
98,3,test,encoding,snake_1,.png,noise3.mp3,3,400,700,,,,animate image,inanimate image,,,,,control,animate,snake,,700,42,16.67,400,24,16.67,283603,1,1227,,918141598,,,,,,
106,3,test,encoding,washer_2,.png,noise8.mp3,3,400,700,,,,animate image,inanimate image,,,,,control,inanimate,washer,,700,42,16.67,400,24,16.67,285668,2,1172,,918141598,,,,,,
117,3,test,encoding,bat_1,.png,batA.mp3,3,400,700,,,,animate image,inanimate image,,,,,congruent,animate,bat,,700,42,16.67,400,24,16.67,287560,1,1005,,918141598,,,,,,
108,3,test,encoding,cow_2,.png,cowA.mp3,3,400,700,,,,animate image,inanimate image,,,,,congruent,animate,cow,,700,42,16.67,400,24,16.67,289604,1,1163,,918141598,,,,,,
93,3,test,encoding,piano_1,.png,noise14.mp3,3,400,700,,,,animate image,inanimate image,,,,,control,inanimate,piano,,700,42,16.67,400,24,16.67,291966,2,1128,,918141598,,,,,,
133,3,test,encoding,saw_1,.png,noise13.mp3,3,400,700,,,,animate image,inanimate image,,,,,control,inanimate,saw,,700,42,16.67,400,24,16.67,294143,2,1295,,918141598,,,,,,
