rowNo,subjectGroup,type,block,stim1,stimFormat,audio,random,presTime,ITI,responseType,responseOptions,head,button1,button2,button3,button4,button5,required,condition,animacy,image_shown,seperator,ITI_ms,ITI_f,ITI_fDuration,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,responseCode,id,age,sex,handedness,fps_start,fps_M,fps_SD
2,,form,,,,,,,,dropdown,American Indian or Alaska Native;Asian;Black or African American;Native Hawaiian or Other Pacific Islander; White;More than one;Not Listed,With which race do you identify?,,,,,,1,,,,1,,,,,,,225905,White,16958,5,918862408,18,female,right-handed,60.03,59.67,0.92
3,,form,,,,,,,,dropdown,yes;no,Do you identify as Hispanic,,,,,,1,,,,1,,,,,,,225905,yes,16958,1,918862408,,,,,,
88,2,test,encoding,camera_1,.png,noise11.mp3,2,400,700,,,,animate image,inanimate image,,,,,control,inanimate,camera,,700,0,0,400,24,16.66,315087,2,2582,,918862408,,,,,,
56,2,test,encoding,goose_1,.png,gooseA.mp3,2,400,700,,,,animate image,inanimate image,,,,,congruent,animate,goose,,700,42,16.66,400,24,16.66,318349,1,2309,,918862408,,,,,,
69,2,test,encoding,frog_1,.png,frogA.mp3,2,400,700,,,,animate image,inanimate image,,,,,congruent,animate,frog,,700,42,16.66,400,24,16.67,321398,1,2081,,918862408,,,,,,
52,2,test,encoding,guitar_3,.png,guitarA.mp3,2,400,700,,,,animate image,inanimate image,,,,,congruent,inanimate,guitar,,700,42,16.66,400,24,16.67,323905,2,1573,,918862408,,,,,,
65,2,test,encoding,washer_2,.png,cowA.mp3,2,400,700,,,,animate image,inanimate image,,,,,incongruent,inanimate,washer,,700,42,16.65,400,24,16.67,326679,2,1855,,918862408,,,,,,
70,2,test,encoding,car_3,.png,noise10.mp3,2,400,700,,,,animate image,inanimate image,,,,,control,inanimate,car,,699,42,16.66,400,24,16.66,329559,2,1931,,918862408,,,,,,
67,2,test,encoding,motorcycle_1,.png,motorcycleA.mp3,2,400,700,,,,animate image,inanimate image,,,,,congruent,inanimate,motorcycle,,700,42,16.66,400,24,16.66,331986,2,1495,,918862408,,,,,,
50,2,test,encoding,piano_1,.png,batA.mp3,2,400,700,,,,animate image,inanimate image,,,,,incongruent,inanimate,piano,,700,42,16.66,400,24,16.65,334670,2,1755,,918862408,,,,,,
86,2,test,encoding,penguin_1,.png,boatA.mp3,2,400,700,,,,animate image,inanimate image,,,,,incongruent,animate,penguin,,700,42,16.66,400,24,16.67,337143,1,1545,,918862408,,,,,,
53,2,test,encoding,door_1,.png,noise8.mp3,2,400,700,,,,animate image,inanimate image,,,,,control,inanimate,door,,700,42,16.66,400,24,16.66,339553,2,1466,,918862408,,,,,,
55,2,test,encoding,dog_2,.png,dogA.mp3,2,400,700,,,,animate image,inanimate image,,,,,congruent,animate,dog,,699,42,16.66,400,24,16.67,341864,1,1413,,918862408,,,,,,
